SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,overwritebatch,overwritebatch,overwritebatch,overwritebatch
0,0,0,0,0,0,0,0,0,1,0,1,0,1,19.711,19.894,17.947,20.613
1,0,0,0,0,0,1,0,0,1,0,1,0,0,19.925,19.856,18.05,20.305
1,0,1,0,1,1,0,1,1,1,0,1,1,1,19.729,20.107,18.293,20.322
0,1,1,0,0,1,1,1,0,1,1,0,1,1,19.058,18.851,17.863,19.24
1,0,1,0,0,0,0,0,1,0,1,1,1,0,19.7,19.964,17.569,20.354
0,0,1,0,0,1,1,0,0,1,1,0,1,0,18.854,19.137,17.765,19.385
1,1,1,0,0,0,0,1,1,0,1,0,1,1,18.947,18.86,17.35,19.418
0,1,0,0,1,1,1,1,1,0,0,1,1,0,19.675,19.661,17.79,19.839
1,0,1,0,1,1,1,0,1,1,0,0,0,1,19.309,19.408,17.8,19.59
0,0,1,0,1,0,0,1,0,1,0,0,1,1,19.132,18.93,17.754,19.271
0,0,1,0,0,1,1,1,0,1,0,1,0,1,19.643,19.632,17.977,19.985
0,0,0,0,1,0,0,1,1,1,1,0,1,0,18.811,19.279,17.835,19.506
0,0,0,1,0,1,0,1,1,1,1,1,0,1,19.888,19.701,18.04,19.926
0,0,1,0,1,0,0,0,1,0,1,1,1,0,19.353,19.45,17.731,19.915
0,1,0,0,1,0,0,0,1,1,0,1,0,0,19.672,20.451,18.011,20.391
1,1,1,0,1,1,0,1,1,0,1,0,1,1,18.807,19.043,17.286,19.013
1,1,1,0,0,0,1,1,1,0,0,0,0,1,19.159,18.845,17.218,19.293
0,1,0,1,0,1,1,0,0,1,0,0,0,1,19.292,19.594,17.789,19.526
0,0,1,1,0,1,0,0,1,0,1,0,0,1,19.063,19.334,17.329,19.269
0,1,1,0,1,1,1,1,0,0,1,1,0,1,19.617,19.614,17.535,20.118
0,0,0,0,1,0,1,1,0,0,0,1,1,1,19.586,19.458,17.603,20.083
0,0,0,0,1,1,0,0,1,0,0,1,0,1,19.476,19.701,17.49,19.729
0,0,1,0,0,1,1,1,1,1,0,1,0,0,19.526,20.021,17.996,20.29
1,1,0,1,1,0,0,0,1,0,1,1,0,1,19.661,20.018,17.816,20.234
0,0,0,1,0,0,1,0,0,0,1,0,1,1,18.965,18.676,17.357,19.295
0,0,0,0,0,0,0,1,1,1,0,0,1,1,19.017,19.081,17.964,19.378
0,0,1,1,0,0,0,1,1,1,1,1,1,1,19.973,19.735,17.945,19.941
0,0,0,1,0,1,1,0,0,0,1,1,1,0,20.251,19.683,17.51,19.929
0,0,1,0,1,1,1,1,1,0,1,1,0,0,19.664,19.496,17.479,19.903
0,1,0,0,1,1,1,0,0,1,1,0,0,1,19.208,19.373,17.792,19.414
1,0,0,1,1,0,0,1,0,0,0,0,0,1,19.107,19.156,17.239,19.344
1,1,0,1,1,1,1,1,1,1,0,1,1,0,20.112,19.614,18.126,20.077
1,1,0,1,1,0,0,0,0,0,1,1,0,1,19.834,19.711,17.624,20.112
1,1,1,0,0,1,0,1,1,0,1,0,0,1,18.84,19.344,17.532,19.668
0,0,1,1,0,0,0,0,0,0,1,0,1,1,18.8,18.866,17.184,19.056
1,1,1,1,1,0,1,1,1,0,1,0,1,0,18.829,19.162,17.231,19.279
1,1,1,0,0,0,0,0,0,0,1,0,1,1,19.031,19.168,17.312,19.006
0,0,1,0,0,1,0,0,0,1,0,1,1,1,20.103,19.655,18.059,20.014
0,1,0,0,0,0,1,1,0,1,0,0,1,0,19.427,18.919,17.823,19.624
0,1,0,0,0,0,0,0,0,1,0,0,0,1,19.283,19.276,17.778,19.548
1,1,0,0,0,0,1,1,0,1,1,1,0,1,19.868,19.704,18.101,20.269
0,1,0,0,0,0,0,0,0,0,0,0,1,0,18.868,19.049,17.131,19.603
1,0,0,1,0,0,1,0,1,1,0,1,1,1,19.649,19.936,17.927,20.329
0,0,1,1,1,0,0,1,1,0,0,1,1,1,19.409,19.774,17.689,19.685
1,0,1,0,0,1,1,0,1,0,0,1,0,0,19.544,19.598,17.653,20.012
0,0,1,0,1,0,1,1,0,0,0,1,0,1,19.527,19.485,17.646,19.921
1,1,0,1,1,1,1,1,1,1,0,0,0,0,19.012,19.123,17.806,19.437
1,1,1,1,1,0,0,0,0,1,1,0,0,0,19.054,19.441,17.856,19.817
1,0,1,1,1,1,1,1,0,0,0,1,1,0,19.984,19.938,17.544,20.217
0,0,0,0,1,0,0,1,0,1,1,0,1,1,19.266,19.284,17.749,19.444
0,1,0,0,0,1,1,0,0,1,1,0,1,1,19.248,19.058,17.87,19.345
1,0,0,1,0,1,0,1,1,0,1,0,1,1,18.977,18.841,17.185,19.028
1,1,1,1,0,1,1,1,0,1,1,1,1,0,19.694,19.777,18.104,20.037
1,1,0,1,1,0,1,0,1,0,0,0,0,1,18.938,19.209,17.228,19.246
0,0,1,1,1,0,1,0,1,0,1,1,0,1,19.475,19.391,17.492,19.894
0,1,1,1,0,0,0,0,1,1,0,0,1,0,19.095,19.118,17.667,19.195
1,1,0,0,1,1,0,1,1,0,0,1,1,0,19.772,20.3,17.544,20.054
1,1,1,0,0,0,1,1,0,1,1,1,1,0,19.713,19.814,18.019,20.104
0,1,1,1,1,0,1,0,0,0,1,1,1,0,19.604,19.357,17.709,19.848
0,0,0,1,0,1,1,1,0,1,1,0,1,1,19.116,19.106,17.914,19.432
0,0,0,1,0,0,0,1,0,0,0,0,1,0,19.179,19.154,17.131,19.469
0,0,0,1,0,1,1,0,1,0,0,1,1,0,19.656,19.666,17.488,20.42
1,0,0,1,1,0,1,0,1,0,1,0,0,1,18.846,19.012,17.349,19.468
0,1,0,0,0,0,0,0,0,1,0,0,0,1,19.16,19.254,17.653,19.432
1,0,0,1,0,1,1,0,0,1,1,0,1,1,18.959,18.891,17.932,19.411
0,1,1,1,1,0,0,1,0,0,1,1,0,0,19.767,19.78,17.655,19.908
0,1,1,0,0,1,0,1,1,0,0,0,0,1,19.122,19.327,17.423,19.17
0,0,0,0,0,1,1,1,0,0,1,0,0,0,19.047,18.856,17.185,20.034
0,1,0,0,1,1,0,1,0,1,1,1,1,1,19.67,20.064,17.914,19.957
0,0,1,1,1,0,1,1,1,0,0,1,0,0,19.784,19.835,17.747,20.215
0,1,1,0,1,0,1,1,1,0,1,0,0,0,18.989,18.747,17.208,19.637
0,1,0,1,0,0,0,0,1,0,1,1,1,0,19.265,19.707,17.864,19.747
1,1,1,1,1,1,0,0,1,1,1,1,0,0,19.895,20.51,18.013,20.387
0,0,1,0,1,0,1,1,1,1,1,0,1,1,18.916,19.095,17.678,19.134
0,0,1,0,0,1,0,1,1,1,1,1,0,1,19.489,19.693,18.116,20.112
1,0,0,0,0,0,1,0,0,0,0,0,1,1,19.001,19.339,17.271,19.391
1,0,1,0,1,0,0,0,0,1,0,0,1,1,19.409,19.276,17.817,19.598
